No,날짜,카테고리,제목,원문텍스트,텍스트_정제,형태소,시기구분,추천수
1900-11-08 00:00:00,2025-04-13,복지/음료,도대체,남의 집에 택배 보내는 새끼는 뭔 생각으로 보내는거임? 진짜 모름;;,도대체 남의 집에 택배 보내는 새끼는 뭔 생각으로 보내는거임 진짜 모름,도대체 택배 보내다 새끼 보내다 모름,시험기간,0
1900-11-09 00:00:00,2025-03-13,복지/음료,통합택배실,"다들 어떻게 생각함
일단 나는 너무 불편해",통합택배실 다들 어떻게 생각함 일단 나는 너무 불편해,통합 택배 일단 불편하다,평소,0
1900-11-10 00:00:00,2025-03-04,복지/음료,택배실 8시까지지?,쿠팡 왜 안오냐,택배실 8시까지지 쿠팡 왜 안오냐,택배 쿠팡,평소,0
1900-11-11 00:00:00,2026-03-02,복지/음료,아 ㅅㅂ 거미나옴,지금 입사 3일짼데 벌레만 2마리봄,아 시발 거미나옴 지금 입사 3일짼데 벌레만 2마리봄,시발 거미 지금 입사 벌레 마리,평소,0
1900-11-12 00:00:00,2025-09-08,복지/음료,반응이 이정도로 안좋으면,"지금이라도 취소하고 안부르는게 맞다고 생각한다.
괜히 와서 무대 시작하자마자 반응 묘해지고 축제 찬물만 끼얹을 듯.
차라리 푸드트럭 몇개 더 부르는게 학생, 학교를 위한 길이라고 생각함",반응이 이정도로 안좋으면 지금이라도 취소하고 안부르는게 맞다고 생각한다 괜히 와서 무대 시작하자마자 반응 묘해지고 축제 찬물만 끼얹을 듯 차라리 푸드트럭 몇개 더 부르는게 학생 학교를 위한 길이라고 생각함,반응 정도 안좋다 지금 취소 부르다 무대 시작 자마자 반응 축제 찬물 얹다 차라리 푸드 트럭 몇개 부르다 학생 길이,평소,1900
1900-11-13 00:00:00,2025-09-06,복지/음료,서이브 부를바엔 그냥 푸드트럭이나 더 불러라,그게 낫지 시발 ㅋㅋ,서이브 부를바엔 그냥 푸드트럭이나 더 불러라 그게 낫지 시발,이브 부르다 푸드 트럭 불다 그게 시발,평소,1900
1900-11-14 00:00:00,2023-11-07,복지/음료,푸드트럭 왤케비쌈,내가 물가를 잘 모르는건가; 어떻게 생각해? 적당한거야?,푸드트럭 왤케비쌈 내가 물가를 잘 모르는건가 어떻게 생각해 적당한거야,푸드 트럭 왤케비쌈 물가 적당하다,평소,1900
1900-11-15 00:00:00,2026-03-30,복지/음료,기침 할거면 마스크 쓰던지,"시발 진짜 좆같네
내가 늬들 입 안 속
따뜻한 음식물쓰레기 냄새를 왜 맡아야 하는데",기침 할거면 마스크 쓰던지 시발 진짜 좆같네 내가 늬들 입 안 속 따뜻한 음식물쓰레기 냄새를 왜 맡아야 하는데,기침 마스크 시발 늬들 따뜻하다 음식물 쓰레기 냄새 맡다,평소,0
1900-11-16 00:00:00,2026-04-02,복지/음료,문스대 건물… 부끄럽지 않나요,"학교에서 배달음식 먹고 난 뒤, 분리수거도 안 하고 그대로 버리는 모습… 솔직히 너무 부끄럽지 않나요?
자취방에서는 다들 분리수거 잘하면서, 학교에서는 청소해주시는 분들이 계시니까 막 버리는 건가요?
문스대 건물은 항상 깨끗한 편이라 별 생각 없이 썼는데, 그게 당연한 게 아니더라고요. 청소하시는 아주머니들이 계속 정리해주시기 때문에 유지되는 거였습니다.
오늘 감사 인사를 드렸는데, 오히려 많이 힘들다고 하소연을 하셨어요. 특히 학생들이 사용하는 공간이 가장 더럽고 힘들다고 하셨습니다.
같은 학생으로서 정말 부끄럽게 느껴졌습니다.
조금만 더 신경 써주셨으면 좋겠습니다.",문스대 건물 부끄럽지 않나요 학교에서 배달음식 먹고 난 뒤 분리수거도 안 하고 그대로 버리는 모습 솔직히 너무 부끄럽지 않나요 자취방에서는 다들 분리수거 잘하면서 학교에서는 청소해주시는 분들이 계시니까 막 버리는 건가요 문스대 건물은 항상 깨끗한 편이라 별 생각 없이 썼는데 그게 당연한 게 아니더라고요 청소하시는 아주머니들이 계속 정리해주시기 때문에 유지되는 거였습니다 오늘 감사 인사를 드렸는데 오히려 많이 힘들다고 하소연을 하셨어요 특히 학생들이 사용하는 공간이 가장 더럽고 힘들다고 하셨습니다 같은 학생으로서 정말 부끄럽게 느껴졌습니다 조금만 더 신경 써주셨으면 좋겠습니다,건물 부끄럽다 배달 음식 분리수거 그대로 버리다 모습 솔직하다 부끄럽다 자취 분리수거 청소 계시 버리다 건물 항상 깨끗하다 편이 써다 그게 당연하다 청소 아주머니 계속 정리 때문 유지 오늘 감사 인사 드리다 오히려 힘들다 하소연 학생 사용 공간 가장 더럽다 힘들다 학생 부끄럽다 느껴지다 조금 신경 써주다 좋다,시험기간,1900
1900-11-17 00:00:00,2026-03-03,복지/음료,정의관 2층 화장실 안쪽에서 2번째 칸 실화냐,"저거 누가 버리라고 저따가 올려둔거냐
당장 화장실 모든 칸 문에도 밖에 전용 분리수거함에 버리라고 써있는데
",기숙사 2층 화장실 안쪽에서 2번째 칸 실화냐 저거 누가 버리라고 저따가 올려둔거냐 당장 화장실 모든 칸 문에도 밖에 전용 분리수거함에 버리라고 써있는데,기숙사 화장실 안쪽 실화 누가 버리다 따갑다 올리다 두다 당장 화장실 모든 전용 분리수거 버리다 써다,평소,0
1900-11-18 00:00:00,2025-04-21,복지/음료,분리수거 최소한,"페트병에 붙어있는 비닐 라벨은 떼고 버려라
기본 상식이다 기본 상식…
매번 쓰레기 버리러 가면 한숨만 나온다
비닐 버리는 곳에 일반쓰레기를 처 넣어놓질 않나…
원래 비닐 떼고 뚜껑 열어서 페트병 구긴상태로 뚜껑 다시 닫아서 부피 줄인 다음 버려야 되는거임
이런 것 까지 알려줘야 돼?
어떻게 고등학교때 애들보다 덜 떨어지는 것 같냐

+ 배달음식 남았으면 음식물 쓰레기통에 버리고 물로라도 한 번 헹궈 플라스틱 버리는 곳에 버리셈 그거 음식물 들은 상태로 버려놓으면 청소해주시는 분들 얼마나 냄새도 나고 힘드시겠냐",분리수거 최소한 페트병에 붙어있는 비닐 라벨은 떼고 버려라 기본 상식이다 기본 상식 매번 쓰레기 버리러 가면 한숨만 나온다 비닐 버리는 곳에 일반쓰레기를 처 넣어놓질 않나 원래 비닐 떼고 뚜껑 열어서 페트병 구긴상태로 뚜껑 다시 닫아서 부피 줄인 다음 버려야 되는거임 이런 것 까지 알려줘야 돼 어떻게 고등학교때 애들보다 덜 떨어지는 것 같냐 배달음식 남았으면 음식물 쓰레기통에 버리고 물로라도 한 번 헹궈 플라스틱 버리는 곳에 버리셈 그거 음식물 들은 상태로 버려놓으면 청소해주시는 분들 얼마나 냄새도 나고 힘드시겠냐,분리수거 최소한 페트병 붙다 비닐 라벨 떼다 버리다 기본 상식 기본 상식 매번 쓰레기 버리다 가면 한숨 비닐 버리다 쓰레기 넣다 원래 비닐 떼다 뚜껑 열다 페트병 구기다 상태 뚜껑 닫다 부피 줄이다 다음 버리다 이렇다 고등학교 떨어지다 배달 음식 남다 음식물 쓰레기통 버리다 로라 헹궈 플라스틱 버리다 버리다 그거 음식물 상태 버리다 청소 얼마나 냄새 힘들다,시험기간,1900
1900-11-19 00:00:00,2025-04-16,복지/음료,.,"참 더럽게도 드셨네요^^
우리 집 초코도 이거보다는 깨끗하게 먹는데",참 더럽게도 드셨네요 우리 집 초코도 이거보다는 깨끗하게 먹는데,차다 더럽다 초코 깨끗하다,시험기간,1900
1900-11-20 00:00:00,2025-04-16,복지/음료,더 높은 시민의식을 위하여 적는 글,"안녕, 난 기숙사에 사는 학생이야.
우리가 조금 더 깨끗한 환경에서 살면 좋지 않을까 싶어 글을 작성해.

- 캔은 한 번만 밟으면 납작해지니, 그 상태로 버리기
- 먹고 난 플라스틱 용기는 비누로 씻고 분리수거
- 음식물은 따로 배출
- 배달음식 시키고 난 후 봉투 하나에 다 넣지말기 (음식+플라스틱+비닐 등)
- 신발은 복도가 아닌 방 안 신발장에 두기
- 우산도 복도가 아닌 방 안에서 말리기
- 세탁물 무작정 빼는것보다 연락 한 번은 해보기
- 흘리면 닦기
- 설거지, 화장실 세면대에서 씻지말고, 설거지용 세면대에서 씻기

사실 분리수거만 제대로 해도, 우린 더 나은 사람들이 될 것 같아.

시험기간에 커피 많이들 마시던데, 컵끼리 쌓아놓기만 해도 부피가 훨씬 줄어들지 않을까?
일반쓰레기에 다 버리니 쓰레기통이 배부르대.

조금의 귀찮음만 감수하면, 삶의 질이 높아질거야",더 높은 시민의식을 위하여 적는 글 안녕 난 기숙사에 사는 학생이야 우리가 조금 더 깨끗한 환경에서 살면 좋지 않을까 싶어 글을 작성해 캔은 한 번만 밟으면 납작해지니 그 상태로 버리기 먹고 난 플라스틱 용기는 비누로 씻고 분리수거 음식물은 따로 배출 배달음식 시키고 난 후 봉투 하나에 다 넣지말기 음식 플라스틱 비닐 등 신발은 복도가 아닌 방 안 신발장에 두기 우산도 복도가 아닌 방 안에서 말리기 세탁물 무작정 빼는것보다 연락 한 번은 해보기 흘리면 닦기 설거지 화장실 세면대에서 씻지말고 설거지용 세면대에서 씻기 사실 분리수거만 제대로 해도 우린 더 나은 사람들이 될 것 같아 시험기간에 커피 많이들 마시던데 컵끼리 쌓아놓기만 해도 부피가 훨씬 줄어들지 않을까 일반쓰레기에 다 버리니 쓰레기통이 배부르대 조금의 귀찮음만 감수하면 삶의 질이 높아질거야,높다 시민 의식 적다 안녕 기숙사 학생 조금 깨끗하다 환경 좋다 작성 번만 밟다 납작하다 상태 버리다 플라스틱 용기 비누 씻다 분리수거 음식물 배출 배달 음식 시키다 봉투 넣다 음식 플라스틱 비닐 신발 복도 신발장 두기 우산도 복도 말리다 세탁물 무작정 빼다 연락 번은 흘리다 닦다 설거지 화장실 세면대 씻다 설거지 세면대 씻다 사실 분리수거 제대로 해도 우린 나은 시험 기간 커피 말다 끼리 쌓다 해도 부피 줄어들다 쓰레기 버리다 쓰레기통 배부르다 조금 귀찮다 감수 높아지다,시험기간,1900
1900-11-21 00:00:00,2025-04-07,복지/음료,소신 발언 하나 해도 됩니까?,"커피나 음료수 마신 거 냅다 일반 쓰레기통에 쳐박고 가거나 쓰레기통 주변에 세워두고 가는 거 가정 교육의 부재가 엿보이는 행동이라고 생각합니다. 한 치의 부끄러움 없이 당당하고 쿨하게 투척하고 가는 모습이 쌍남자, 쌍여자로 보이기도 합니다.

물론 아름다운 지성인들이 모인 고려대학교 세종캠퍼스 학우님들은 대부분 그러시지 않겠지만요.

설거지를 하라는 것도 아니고 먹다 남은 음료는 비우고 물로 가볍게 헹궈서 플라스틱 쓰레기통에 버리는 게 많이 어려운 걸까요? 지능이든 가정 교육이든 둘 중 하나에 문제가 있는 게 분명해 보입니다. 오, 정말이지 안타까운 일이 아닐 수 없군요.

이제 시험 기간이라 커피들 많이 드실 텐데 우리 모두 조금 더 깨끗한 학교, 더 나은 세상을 만들어가는 건 어떨까요?",소신 발언 하나 해도 됩니까 커피나 음료수 마신 거 냅다 일반 쓰레기통에 쳐박고 가거나 쓰레기통 주변에 세워두고 가는 거 가정 교육의 부재가 엿보이는 행동이라고 생각합니다 한 치의 부끄러움 없이 당당하고 쿨하게 투척하고 가는 모습이 쌍남자 쌍여자로 보이기도 합니다 물론 아름다운 지성인들이 모인 고려대학교 세종캠퍼스 학우님들은 대부분 그러시지 않겠지만요 설거지를 하라는 것도 아니고 먹다 남은 음료는 비우고 물로 가볍게 헹궈서 플라스틱 쓰레기통에 버리는 게 많이 어려운 걸까요 지능이든 가정 교육이든 둘 중 하나에 문제가 있는 게 분명해 보입니다 오 정말이지 안타까운 일이 아닐 수 없군요 이제 시험 기간이라 커피들 많이 드실 텐데 우리 모두 조금 더 깨끗한 학교 더 나은 세상을 만들어가는 건 어떨까요,소신 발언 해도 커피 음료수 말다 일반 쓰레기통 박다 쓰레기통 주변 세우다 두다 가정 교육 부재 보이 행동 치의 부끄러움 당당하다 쿨하다 투척 모습 남자 여자 아름답다 지성인 모이다 고려대학교 학우 대부분 그렇다 설거지 하라 남다 음료 비우다 가볍다 헹궈 플라스틱 쓰레기통 버리다 어렵다 걸다 지능 가정 교육 분명하다 보이다 안타깝다 시험 기간 커피 모두 조금 깨끗하다 나은 세상,시험기간,1900
